"Only my friends' group";"Alleen mijn Connecties Groep"
"Only My Friends";"Alleen mijn Connecties"
"Mutual Friends";"Gemeenschappelijke Connecties"
"Friends:";"Connecties:"
"%s friend";"%s connectie";"%s connecties"
"You are already friends with this member.";"Jullie hebben al een connectie."
"Friendship request was not sent because you blocked this member.";"Connectie verzoek is niet verstuurd omdat je dat lid hebt geblokkeerd."
"You are now friends with %1$s";"Je hebt nu een connectie met %1$s"
"This person has been removed from your friends.";"Deze persoon is verwijderd uit je connecties."
"ADMIN_SIGNUP_STEP_USER_PLUGIN_SIGNUP_INVITE";"Vrienden Uitnodigen"
"You are now friends with %s";"Je hebt nu een connectie met %s"
"You are now friends with this member.";"Jullie hebben nu een connectie."
"USER_FORM_ADMIN_SETTINGS_FRIENDS_DESCRIPTION";"Het faciliteren van relaties tussen leden is essentieel voor het opbouwen van een succesvol sociaal netwerk. Er zijn verschillende soorten verbindingen tussen leden. Gebruik deze pagina om te bepalen hoe leden met elkaar omgaan. Merk op dat hoewel we in dit configuratiescherm naar deze relaties verwijzen als ""verbindingen"", u een woord moet gebruiken dat het beste past bij het thema van uw sociale netwerk. Als u bijvoorbeeld een zakelijk georiënteerd sociaal netwerk runt, wilt u dit woord misschien wijzigen in ""connecties"" of ""vrienden""."
"Who Can Become Friends";"Wie een Connectie kunnen aangaan"
"USER_FORM_ADMIN_SETTINGS_ELIGIBLE_DESCRIPTION";"Wie kunnen leden uitnodigen om hun connectie te worden? Merk op dat als u ""niemand"" selecteert, geen van de andere instellingen op deze pagina van toepassing is."
"Friendship Direction";"Richting van Connecties"
"USER_FORM_ADMIN_SETTINGS_DIRECTION_DESCRIPTION";"Uw sociale netwerk kan eenrichtings- of tweerichtingsverbindingen toestaan. De standaardinstelling is tweerichtingsverbinding, aangezien dit typisch is voor de meeste sociale netwerken. Eenrichtingsverbinding betekent dat wanneer Lid A Lid B toevoegt, Lid B op de verbindingslijst van Lid A verschijnt, maar NIET andersom."
"Two-way Friendships";"Tweerichtings Connectie"
"One-way Friendships";"Eenrichtings Connectie"
"Friendship Verification";"Connectie verificatie"
"Adding a person to your block list makes your profile (and all of your other content) unviewable to them and vice-versa. Blocked users will not be able to message you or view things you post. Any connections you have to the blocked person will be canceled. To add someone to your block list, visit that person's profile page.";"Door een persoon aan je blokkeerlijst toe te voegen, wordt jou profiel (en al je andere inhoud) voor hen niet zichtbaar en vice versa. Geblokkeerde gebruikers kunnen u geen berichten sturen of dingen bekijken die u plaatst. Alle verbindingen die u met de geblokkeerde persoon heeft, worden geannuleerd. Als je iemand aan je blokkeerlijst wilt toevoegen, ga je naar de profielpagina van die persoon."
"Everyone";"Iedereen"
"Just Me";"Alleen Ik"
"Add Member Level";"Lid Niveau Toevoegen"
"View Member Levels";"Leden Niveaus Bekijken"
"Privacy";"Privacy"
"Comment Privacy";"Reactie Privacy"
"Member Level Edited.";"Lid Niveau Bewerkt"
"Delete the selected member level?";"Het geselecteerde lidniveau verwijderen?";"De geselecteerde Leden Niveau verwijderen?"
"Are you sure that you want to delete this member level? It will not be recoverable after being deleted.";"Weet u zeker dat u dit lid niveau wilt verwijderen? Het kan niet worden hersteld nadat het is verwijderd.";"Weet u zeker dat u dit leden niveau wilt verwijderen? Het kan niet worden hersteld nadat het is verwijderd."
"AUTHORIZATION_VIEWS_SCRIPTS_ADMINLEVEL_DESCRIPTION";"Ledenniveaus kunnen worden gebruikt om bepaalde leden meer privileges te geven dan andere. U kunt de toegang van een lidniveau verlenen / beperken tot functies, secties van de community. U kunt ook niveaus toewijzen die moderator of administratieve mogelijkheden hebben. <br /> <br /> Een van uw ledenniveaus moet worden gemarkeerd als het ""standaardniveau"". Wanneer nieuwe leden zich aanmelden, behoren ze automatisch tot dit niveau. U kunt het niveau van een specifiek lid wijzigen door hun account gegevens te bewerken vanaf 
de % s pagina. Als je wilt dat alle leden in je community dezelfde functies en limieten hebben, heb je maar één lidniveau nodig (afgezien van het Super Admin-niveau)."
"%d level found";"%d level gevonden";"%d levels gevonden"
"%d member";"%d lid";"%d leden"
"Level Name";"Level Naam"
"View Members";"Bekijk Leden"
"AUTHORIZATION_FORM_ADMIN_LEVEL_EDIT_DESCRIPTION";"Geef wat informatie over dit nieuwe lidmaatschapsniveau. Onthoud dat ledenniveaus nuttig zijn om sommige leden meer privileges te geven of hen moderatie mogelijkheden te geven. Als je alleen verschillende profieltypen wilt maken (bijv. ""Fans"" en ""Bands""), ga dan naar het gedeelte Profielvragen."
"Delete Level";"Verwijder Level"
"Are you sure you want to delete this level? Members in this level will be re-assigned to the default level.";"Weet je zeker dat je dit niveau wilt verwijderen? Leden op dit niveau worden opnieuw toegewezen aan het standaardniveau."
"Create Member Level";"Lidniveau creëren"
"Create Level";"Creëer niveau"
"Copy Values From:";"Waarden kopiëren van:"
"Member Level Name";"Naam Lid Niveau"
"Allow Profile Style";"Profiel Stijl toestaan"
"Yes, allow custom profile styles.";"Ja, aangepaste profielstijlen toestaan."
"No, do not allow custom profile styles.";"Nee, sta geen aangepaste profielstijlen toe."
"Allow Activity Feed Moderation";"Sta Activity Feed Moderation toe"
"Yes, allow members in this level to delete any feed item.";"Ja, sta leden op dit niveau toe om elk Feed item te verwijderen."
"No, do not allow moderation.";"Nee, laat moderatie niet toe."
"Allow Profile Moderation";"Profielbeheer toestaan"
"Yes, allow members in this level to edit other profiles and settings.";"Ja, sta leden op dit niveau toe andere profielen en instellingen te bewerken."
"Yes, allow members in this level to edit other custom profile styles.";"Ja, sta leden op dit niveau toe om andere aangepaste profielstijlen te bewerken."
"Allow Account Deletion?";"Account verwijderen toestaan?"
"Yes, allow members in this level to delete other users.";"Ja, sta leden op dit niveau toe andere gebruikers te verwijderen."
"Yes, allow members to delete their account.";"Ja, sta leden toe hun account te verwijderen."
"No, do not allow account deletion.";"Nee, niet toestaan ​​dat accounts worden verwijderd."
"Type";"Type"
"ACTIVITY_CATEGORY_TYPE_AUTHORIZATION";"Algemeen"
"Inbox";"Inbox"
"Sent Messages";"Verzonden Berichten"
"Compose Message";"Bericht Opstellen"
"My Messages";"Mijn Berichten"
"message";"bericht"
"Create your new message with the form below. Your message can be addressed to up to 10 recipients.";"Maak uw nieuwe bericht met onderstaand formulier. Uw bericht kan worden geadresseerd aan maximaal 10 ontvangers."
"Subject";"Onderwerp"
"Message";"Bericht"
"Send Message";"Bericht Versturen"
"Send Reply";"Stuur Antwoord"
"Your message has been sent successfully.";"Uw bericht is succesvol verzonden."
"The selected messages have been deleted.";"De geselecteerde berichten zijn verwijderd."
"Delete Message(s)?";"Verwijder bericht(en)?"
"Are you sure that you want to delete the selected message(s)? This action cannot be undone.";"Weet u zeker dat u de geselecteerde bericht(en) wilt verwijderen? Deze actie kan niet ongedaan gemaakt worden."
"Delete";"Delete"
"or";"or"
"cancel";"cancel"
"Conversation with a deleted member.";"Gesprek met een verwijderd lid."
"You have %1$s new message, %2$s total";"Je hebt %1$s nieuw bericht, %2$s totaal";"Je hebt %1$s nieuwe berichten, %2$s total"
"Tip: %1$sClick here%2$s to send your first message!";"Tip: %1$sClick hier%2$s om een ​​nieuw bericht op te stellen!"
"You have 0 sent messages.";"Je hebt 0 verzonden berichten."
"You have %s sent message total";"Je hebt %s verzonden bericht totaal";"Je hebt %s verzonden berichten totaal"
"<em>(No Subject)</em>";"<em>(Geen Onderwerp)</em>"
"(No Subject)";"(Geen Onderwerp)"
"Between %1$s and %2$s";"Tussen %1$s en %2$s"
"You";"Jij"
"Start typing...";"Start typing..."
"Check All";"Controleer Alles"
"Search";"Zoek"
"%1$s message matches your search";"%1$s bericht komt overeen met uw zoekopdracht";"%1$s berichten komen overeen met uw zoekopdracht"
"No results";"Geen resultaat"
"Message Settings";"Bericht Instellingen"
"Specify what messaging options will be available to members in this level.";"Geef aan welke bericht opties op dit niveau beschikbaar zijn voor leden."
"Who can users send private messages to?";"Naar wie kunnen gebruikers privé berichten sturen?"
"If you don't want to allow private messaging, de-select all options below.";"Als u privé berichten niet wilt toestaan, de-selecteert u alle onderstaande opties."
"All Registered Members";"Alle Geregistreerde Leden"
"Users in the same network";"Gebruikers in hetzelfde netwerk"
"Edit Level";"Niveau bewerken"
"ACTIVITY_TYPE_MESSAGE_NEW";"When I receive a message."
"ACTIVITY_CATEGORY_TYPE_MESSAGES";"Algemeen"
"Delete Selected";"Verwijder geselecteerde"
"Recent Messages";"Recente Berichten"
"From %s %s";"Van %s %s"
"{item:$subject} has sent you a {item:$object:message}.";"{item:$subject} has sent you a {item:$object:message}."
"_EMAIL_NOTIFY_MESSAGE_NEW_TITLE";"New Message"
"_EMAIL_NOTIFY_MESSAGE_NEW_DESCRIPTION";"Dit is de e-mail die naar een lid wordt gestuurd wanneer ze een nieuw bericht ontvangen."
"_EMAIL_NOTIFY_MESSAGE_NEW_BODY";"[header] U heeft een nieuw bericht ontvangen van [sender_title]: [object_description] Klik op de volgende link om in te loggen en deze te bekijken: http://[host][object_link] [footer]"
"Delete Network";"Netwerk Verwijderen"
"Are you sure you want to delete this network?";"Weet je zeker dat je dit netwerk wilt verwijderen?"
"My Network";"Mijn Netwerk"
"Create Network";"Maak Netwerk"
"Edit Network";"Bewerk Netwerk"
"NETWORK_FORM_ADMIN_NETWORK_DESCRIPTION";"Als u besluit om leden automatisch lid te laten worden van dit netwerk (op basis van hun profielinformatie), moet u een profielveld selecteren en een overeenkomende waarde opgeven. Wanneer leden die waarde invoeren bij het maken of bewerken van hun profiel, worden ze automatisch lid van dit netwerk. U kunt ervoor kiezen dit netwerk te ""verbergen"" als u wilt dat leden er onzichtbaar bij horen. Dit betekent dat alleen u weet welke leden tot het netwerk behoren."
"Member Assignment";"Toewijzing van Leden"
"Members can choose to join this network at any time";"Leden kunnen er op elk moment voor kiezen om lid te worden van dit netwerk"
"Members are automatically assigned to this network";"Leden worden automatisch toegewezen aan dit netwerk"
"Members must be assigned to this network by an administrator";"Leden moeten door een beheerder aan dit netwerk worden toegewezen"
"Related Profile Question";"Gerelateerde profielvraag"
"Matching Value";"Overeenkomende waarde"
"Invisible?";"Onzichtbaar?"
"Yes, hide membership for this network.";"Ja, lidmaatschap voor dit netwerk verbergen."
"Delete Network?";"Verwijder Netwerk?"
"Delete the selected networks?";"De geselecteerde netwerken verwijderen?"
"Are you sure that you want to delete the %s network? It will not be recoverable after being deleted.";"Weet je zeker dat je het %s netwerk wilt verwijderen? Het kan niet worden hersteld nadat het is verwijderd.";"Weet je zeker dat je deze %s netwerken wilt verwijderen? Het kan niet worden hersteld nadat het is verwijderd."
"Manage Networks";"Netwerken Beheren"
"Add Network";"Netwerk Toevoegen"
"Network Name";"Netwerk Naam"
"n/a";"nvt"
"ACTIVITY_TYPE_NETWORK_JOIN";"Wanneer ik lid word van een netwerk"
"ITEM_TYPE_NETWORK";"Netwerken"
"ADMIN_SIGNUP_STEP_EMEMSUB_PLUGIN_SIGNUP_SUBSCRIPTION";"Enable Membership Subscription Plans"
"Confirm Subscription";"Lidmaatschap Bevestigen"
"You are about to subscribe to the plan: ";"Je schrijft je in voor dit lidmaatschap:"
"Are you sure you want to do this? You ";"Weet je het zeker? U"
"will be charged: %1$s";"wordt in rekening gebracht: %1$s"
"If yes, click the button below and you ";"Zo ja, klik dan op de onderstaande knop en u"
"will be taken to a payment page. When you have completed your ";"wordt naar de betalingspagina geleid. Na voltooiing van de"
"payment, please remember to click the button that takes you back ";"betaling, vergeet dan niet op de knop te klikken die u terugbrengt"
"to our site.";"naar onze site."
"Please note that no refund will be ";"Houd er rekening mee dat er geen restitutie kan plaatsvinden"
"provided for any unused portion of your current plan.";"voor elk ongebruikt deel van uw huidige lidmaatschap."
"Subscriptions are not required for ";"Lidmaatschappen zijn niet vereist voor"
"SNS - Membership Subscription Pricing Table & Plan Layout Plugin";"Inschrijving"
"Subscription";"Subscription"
"The plan you are currently subscribed ";"Het lidmaatschap dat u momenteel heeft"
"to is: %1$s";"is: %1$s"
"You are currently paying: %1$s";"U betaalt momenteel: %1$s"
"If you would like to change your ";"Als u uw lidmaatschap wilt wijzigen"
"subscription, please select an option below.";"selecteer hieronder een optie."
"You have not yet selected a ";"U heeft nog geen selectie"
"subscription plan. Please choose one now below.";"voor een lidmaatschap gemaakt. Kies er hieronder een uit."
"Subscription Plan";"Lidmaatschap"
"Please select a subscription plan from the list below.";"Selecteer een lidmaatschap in de onderstaande lijst."
"File Upload";"Bestand Upload"
"To enable the embedded uploader, unblock it in your browser and refresh (see Adblock).";"Om de ingesloten uploader in te schakelen, deblokkeert u deze in uw browser en vernieuwt u (zie Adblock)."
"To enable the embedded uploader, enable the blocked Flash movie (see Flashblock).";"Schakel de geblokkeerde Flash-movie in (zie Flashblock) om de ingesloten uploader in te schakelen."
"A required file was not found, please be patient and we will fix this.";"Een vereist bestand is niet gevonden, wees geduldig en we zullen dit oplossen."
"To enable the embedded uploader, install the latest Adobe Flash plugin.";"Installeer de nieuwste Adobe Flash-plug-in om de ingesloten uploader in te schakelen."
"Clear List";"Clear List"
"Click ""Browse..."" to select the file you would like to upload.";"Klik op ""Bladeren ..."" om het bestand te selecteren dat u wilt uploaden."
"Upload a Photo:";"Upload een foto:"
"Add Photos";"Voeg foto's toe"
"ITEM_TYPE_STORAGE_FILE";"Files"
"STORAGE_VIEWS_ADMIN_SERVICES_INDEX_DESCRIPTION";"Opslagsysteem diensten bekijken en beheren. Het opslagsysteem wordt gebruikt om bestands-uploads voor uw site af te handelen. U kunt dit configureren om de S3- of CloudFront-service van Amazon of een CDN die FTP of SCP gebruikt te gebruiken."
"STORAGE_VIEWS_ADMIN_MANAGE_INDEX_DESCRIPTION";"Bekijk en beheer geüploade bestanden."
"SES - Auto Switching of Membership Plans & Plans Expiry Notifica";"Automatisch wisselen van lidmaatschap"
"ACTIVITY_TYPE_SESMEMBERSHIPSWITCH_CHANGENOTIFI";"Wanneer mijn Lidmaatschap-niveau wordt gewijzigd."
"ACTIVITY_TYPE_SESMEMBERSHIPSWITCH_NOTIFICATION";"Voor het aflopen van mijn lidmaatschap"
"_EMAIL_SESMEMBERSHIPSWITCH_LEVEL_CHANGE_TITLE";"Lidmaatschap gewijzigd"
"_EMAIL_SESMEMBERSHIPSWITCH_LEVEL_CHANGE_DESCRIPTION";"Dit is de e-mail die naar een lid wordt gestuurd wanneer hun lidmaatschap is gewijzigd."
"_EMAIL_SESMEMBERSHIPSWITCH_LEVEL_CHANGE_SUBJECT";"Uw lidmaatschap is gewijzigd."
"_EMAIL_SESMEMBERSHIPSWITCH_LEVEL_CHANGE_BODY";"[header] Uw lidmaatschap is gewijzigd van  [current_plan] naar [changed_plan]. [subscription_title] [subscription_description] [subscription_terms] U kunt de onderstaande link volgen om u aan te melden. [object_link] [footer]"
"_EMAIL_SESMEMBERSHIPSWITCH_LEVEL_NOTIFY_TITLE";"Lidmaatschap verloopt kennisgeving"
"_EMAIL_SESMEMBERSHIPSWITCH_LEVEL_NOTIFY_DESCRIPTION";"Dit is de e-mail die naar een lid wordt gestuurd wanneer zijn lidmaatschap afloopt."
"_EMAIL_SESMEMBERSHIPSWITCH_LEVEL_NOTIFY_SUBJECT";"Uw lidmaatschap loopt binnenkort af."
"_EMAIL_SESMEMBERSHIPSWITCH_LEVEL_NOTIFY_BODY";"[header] Uw lidmaatschap [plan_name] loopt binnenkort af [period]. U kunt de onderstaande link volgen om u aan te melden. [object_link] [footer]"
"Invite";"Uitnodigen"
"Invitation Sent";"Uitnodiging verzonden";"Uitnodigingen verzonden"
"If the person you invited decide to join, he/she will automatically receive a friend request from you.";"Als de persoon die je hebt uitgenodigd besluit lid te worden, ontvangt hij / zij automatisch een connectie verzoek van jou.";"Als de personen die je hebt uitgenodigd besluiten lid te worden, ontvangen zij automatisch een connectie verzoek van jou."
"Invites were not sent to these email addresses because they do not appear to be valid:";"Uitnodigingen zijn niet naar deze e-mailadressen verzonden omdat deze e-mailadressen niet geldig lijken te zijn:"
"Some of the email addresses you provided belong to existing members:";"Sommige van de door u opgegeven e-mailadressen zijn van bestaande leden:"
"OK, thanks!";"Ok, bedankt!"
"Recipients";"Ontvangers"
"Comma-separated list, or one-email-per-line.";"Door komma's gescheiden lijst of één e-mail per regel."
"Custom Message";"Aangepast bericht"
"Use %invite_url% to add a link to our sign up page.";"Gebruik %invite_url% om een ​​link toe te voegen aan onze aanmeldingspagina."
"Send Invites";"Stuur Uitnodigingen"
"_INVITE_EMAIL_CONTENT_CAN_BE_FOUND_IN_THE_FILE";"custom.csv"
"Modify your invite settings for your members.";"Wijzig uw uitnodiging-instellingen voor uw leden."
"This is the subject line of emails sent to invited people.  Use %siteName% to include your site's name.";"Dit is de onderwerpregel van e-mails die naar uitgenodigde mensen worden verzonden. Gebruik %siteName% om de naam van uw site op te nemen."
"From (name)";"Van (naam)"
"Whom the invite email is shown as being from (usually your website name)";"Van wie de uitnodigingsmail wordt weergegeven (meestal uw website naam)"
"From (email)";"Van (email)"
"The ""Reply-To"" address for emails";"Het ""Reply-To"" address for emails"
"Allow custom invite message?";"Aangepast uitnodigingsbericht toestaan?"
"If disabled, the invite email will use the message below.";"Indien uitgeschakeld, gebruikt de uitnodigingsmail het onderstaande bericht."
"Default Invite Message";"Standaard uitnodigingsbericht"
"Use %invite_url% to include the invite URL";"Gebruik %invite_url% om de uitnodigings-URL op te nemen"
"Invite Settings";"Instellingen Uitnodigen"
"Settings were saved successfully.";"Instellingen zijn succesvol opgeslagen."
"Inviters";"Inviters"
"Movers and Shakers";"Movers and Shakers"
"Top 10 Inviters";"Top 10 Inviters"
"Most invites sent out";"De meeste uitnodigingen verstuurd"
"Username";"Gebruikersnaam"
"Invites";"Uitgenodigden"
"Recruits";"Recruits"
"Conversion Ratio";"Conversion Ratio"
"Top 10 Recruiters";"Top 10 Recruiters"
"Most members that joined from their invites";"De meeste leden die zijn lid geworden van hun uitnodigingen"
"Please enter only valid email addresses.";"Voer alleen geldige e-mailadressen in."
"_EMAIL_INVITE_TITLE";"Uitnodiging"
"_EMAIL_INVITE_BODY";"[header] Je bent uitgenodigd door [sender_title] om lid te worden van dan+doen+we+dat. 
Volg de onderstaande link om lid te worden: 
http://[host][object_link] ---------------------------------------- [message] ---------------------------------------- [footer]"
"_EMAIL_INVITE_CODE_TITLE";"Invite Code"
"_EMAIL_INVITE_CODE_DESCRIPTION";"Deze e-mail wordt naar iemand gestuurd wanneer ze door een lid zijn uitgenodigd en er is een invite code vereist."
"_EMAIL_INVITE_CODE_BODY";"[header] Je bent uitgenodigd door[sender_title] tom lid te worden van dan+doen+we+dat. Volg de onderstaande link om lid te worden: http://[host][object_link] ---------------------------------------- [message] ---------------------------------------- [footer]"
"You are being invited to join our social network.";"Je bent uitgenodigd om lid te worden van dan+doen+we+dat."
"Request Invite";"Uitnodiging Aanvragen"
"Contrast";"Contrast"
"Default Mode";"Default Mode"
"Dark Mode";"Dark Mode"
"Font";"Font"
"Small Font";"Small Font"
"Default Font";"Default Font"
"Large Font";"Large Font"
"_SITE_TITLE";"dan+doen+we+dat"
"Home";"Home"
"Members";"Leden"
"Layout";"Layout"
"Stats";"Stats"
"Ads";"Ads"
"Plugins";"Plugins"
"Settings";"Settings"
"Manage";"Manage"
"Menu Editor";"Menu Editor"
"Language Manager";"Language Manager"
"File & Media Manager";"File & Media Manager"
"Theme Editor";"Theme Editor"
"Layout Editor";"Layout Editor"
"Log Browser";"Log Browser"
"Server Information";"Server Information"
"Referring URLs";"Referring URLs"
"Site-wide Statistics";"Site-wide Statistics"
"Create New Campaign";"Create New Campaign"
"Manage Ad Campaigns";"Manage Ad Campaigns"
"Performance & Caching";"Performance & Caching"
"You have reached maximum limit of posting in %s. Try again after this duration expires.";"U heeft de maximale limiet voor posten in %s bereikt. Probeer het opnieuw nadat deze periode is verstreken."
" or ";"or"
"Description";"Beschrijving"
"Name";"Naam"
"member";"Lid";"Leden"
"Please type the characters you see in the image.";"Typ de tekens die u in de afbeelding ziet."
"%d hour ago";"%d uur geleden";"%d uren geleden"
"There was an error processing your request.  Please try again later.";"Er is een fout opgetreden tijdens het behandelen van uw verzoek. Probeer het later opnieuw."
"View all %s comment";"Bekijk alle %s comment";"Bekijk alle %s comments"
"%s Like";"%s Like";""
"%s person likes this";"%s persoon likes dit";"%s personen liken dit"
"View previous comments";"Bekijk eerdere opmerkingen"
"View more comments";"Bekijk meer reacties"
"View later comments";"Bekijk latere opmerkingen"
"View All Updates";"Bekijk alle updates"
"Mark All Read";"Markeer alles als gelezen"
"You have no new updates.";"Je hebt geen nieuwe updates."
"Are you sure you want to delete this?";"Weet je zeker dat je dit wilt verwijderen?"
"View All";"Bekijk alles"
"Report";"Melden"
"Submit Report";"Melding indienen"
"Do you want to report this?";"Wil je dit melden?"
"Inappropriate Content";"Ongepaste inhoud"
"Other";"Anders"
"Add Link";"Voeg een link toe"
"Edit Profile Photo";"Profielfoto bewerken"
"Apply Changes";"Pas wijzigingen toe"
"Are you sure you want to delete this link?";"Weet je zeker dat je deze link wilt verwijderen?"
"Delete Link";"Link verwijderen"
"Please enter a search query.";"Voer een zoekopdracht in."
"No results were found.";"Er zijn geen resultaten gevonden."
"%s result found";"%s resultaat gevonden";"%s resultaten gevonden"
"Page Not Found";"Pagina Niet Gevonden"
"Go Back";"Ga Terug"
"The page you have attempted to access could not be found.";"De pagina die u probeert te openen, is niet gevonden."
"Private Page";"Privépagina"
"You do not have permission to view this private page.";"U heeft geen toestemming om deze privépagina te bekijken."
"That resource does not exist";"Die bron bestaat niet"
"Please sign in to continue.";"Log in om verder te gaan."
"Like added";"Like toegevoegd"
"Like removed";"Like verwijderd"
"Comment deleted";"Reactie verwijderd"
"The requested resource could not be found.";"De gevraagde bron kan niet worden gevonden."
"You are not authorized to access this resource.";"U bent niet geautoriseerd om toegang te krijgen tot deze bron."
"Please sign in to continue..";"Log in om verder te gaan."
"Whoops! Something went wrong!";"Oeps! Er is iets fout gegaan!"
"Thank you for your feedback!";"Bedankt voor je feedback!"
"Invalid Method";"Ongeldige Methode"
"Link created";"Link gemaakt"
"Link doesn't exists or not authorized to delete";"Link bestaat niet of is niet geautoriseerd om te verwijderen"
"Link has been deleted.";"Link is verwijderd."
"Birthdays must include a month and a date.";"Verjaardagen moeten een datum bevatten."
"Please select a date from the calendar";"Selecteer een datum in de kalender"
"Please select a time from the dropdown";"Selecteer een tijd in de keuzelijst"
"Please select AM or PM";"Selecteer AM of PM"
"AM/PM value selected without specifying a time";"AM/PM-waarde geselecteerd zonder een tijd op te geven"
"End time cannot be before start time";"Eindtijd kan niet eerder zijn dan starttijd"
"By %s";"Door %s"
"An error has occurred processing the request.  The target may no longer exist.";"Er is een fout opgetreden bij het verwerken van het verzoek. Het doelwit bestaat mogelijk niet meer."
"Close";"Sluit"
"and";"en"
"now";"nu"
"in a few seconds";"in een paar seconden"
"a few seconds ago";"een paar seconden geleden"
"in %s minute";"in %s minuut";"in %s minuten"
"%s minute ago";"%s minuut geleden";"%s minuten geleden"
"in %s hour";"in %s uur";"in %s uren"
"%s hour ago";"%s uur geleden";"%s uren geleden"
"_ACTIVITY_ACTIONTYPE_LOGIN";"Inloggen"
"_ACTIVITY_ACTIONTYPE_LOGOUT";"Uitloggen"
"_ACTIVITY_ACTIONTYPE_NETWORK_JOIN";"Aansluiten bij een netwerk"
"_ACTIVITY_ACTIONTYPE_POST";"Posten op iemands profiel"
"_ACTIVITY_ACTIONTYPE_POST_SELF";"Een statusupdate op uw eigen profiel posten"
"_ACTIVITY_ACTIONTYPE_PROFILE_PHOTO_UPDATE";"Je foto wijzigen"
"_ACTIVITY_ACTIONTYPE_SIGNUP";"Inschrijven"
"_ACTIVITY_ACTIONTYPE_STATUS";"Mijn status bijwerken"
"_ACTIVITY_ACTIONTYPE_FIELDS_CHANGE_GENERIC";"Mijn profiel bijwerken"
"_CORE_CONTACT_DESCRIPTION";"Als u ons direct een vraag wilt stellen, stuur dan uw bericht met het volgende formulier."
"_CORE_HELP_CONTACT_MESSAGE";"Naam: %1$s Email: %2$s Lid Info: (%3$s - %4$s) IP: %5$s User-agent: %6$s Timestamp: %7$s Bericht: %8$s"
